year,area,period,anomaly
1890,GLB,Dec,-0.31
1891,GLB,Dec,-0.04
1892,GLB,Dec,-0.38
1893,GLB,Dec,-0.31
1894,GLB,Dec,-0.2
1895,GLB,Dec,-0.13
1896,GLB,Dec,-0.04
1897,GLB,Dec,-0.2
1898,GLB,Dec,-0.23
1899,GLB,Dec,-0.26
1900,GLB,Dec,-0.06
1901,GLB,Dec,-0.27
1902,GLB,Dec,-0.41
1903,GLB,Dec,-0.5
1904,GLB,Dec,-0.33
1905,GLB,Dec,-0.13
1906,GLB,Dec,-0.15
1907,GLB,Dec,-0.46
1908,GLB,Dec,-0.49
1909,GLB,Dec,-0.56
1910,GLB,Dec,-0.67
1911,GLB,Dec,-0.21
1912,GLB,Dec,-0.43
1913,GLB,Dec,-0.02
1914,GLB,Dec,-0.04
1915,GLB,Dec,-0.22
1916,GLB,Dec,-0.81
1917,GLB,Dec,-0.67
1918,GLB,Dec,-0.29
1919,GLB,Dec,-0.42
1920,GLB,Dec,-0.46
1921,GLB,Dec,-0.17
1922,GLB,Dec,-0.18
1923,GLB,Dec,-0.04
1924,GLB,Dec,-0.43
1925,GLB,Dec,0.06
1926,GLB,Dec,-0.29
1927,GLB,Dec,-0.33
1928,GLB,Dec,-0.16
1929,GLB,Dec,-0.54
1930,GLB,Dec,-0.05
1931,GLB,Dec,-0.05
1932,GLB,Dec,-0.25
1933,GLB,Dec,-0.44
1934,GLB,Dec,-0.02
1935,GLB,Dec,-0.16
1936,GLB,Dec,0.0
1937,GLB,Dec,-0.07
1938,GLB,Dec,-0.12
1939,GLB,Dec,0.44
1940,GLB,Dec,0.32
1941,GLB,Dec,0.22
1942,GLB,Dec,0.13
1943,GLB,Dec,0.24
1944,GLB,Dec,0.04
1945,GLB,Dec,-0.07
1946,GLB,Dec,-0.31
1947,GLB,Dec,-0.13
1948,GLB,Dec,-0.23
1949,GLB,Dec,-0.18
1950,GLB,Dec,-0.21
1951,GLB,Dec,0.16
1952,GLB,Dec,-0.02
1953,GLB,Dec,0.05
1954,GLB,Dec,-0.18
1955,GLB,Dec,-0.28
1956,GLB,Dec,-0.06
1957,GLB,Dec,0.15
1958,GLB,Dec,0.01
1959,GLB,Dec,0.0
1960,GLB,Dec,0.19
1961,GLB,Dec,-0.16
1962,GLB,Dec,-0.03
1963,GLB,Dec,-0.03
1964,GLB,Dec,-0.3
1965,GLB,Dec,-0.08
1966,GLB,Dec,-0.03
1967,GLB,Dec,-0.05
1968,GLB,Dec,-0.14
1969,GLB,Dec,0.24
1970,GLB,Dec,-0.12
1971,GLB,Dec,-0.08
1972,GLB,Dec,0.18
1973,GLB,Dec,-0.07
1974,GLB,Dec,-0.08
1975,GLB,Dec,-0.17
1976,GLB,Dec,0.11
1977,GLB,Dec,0.03
1978,GLB,Dec,0.08
1979,GLB,Dec,0.48
1980,GLB,Dec,0.21
1981,GLB,Dec,0.41
1982,GLB,Dec,0.42
1983,GLB,Dec,0.17
1984,GLB,Dec,-0.04
1985,GLB,Dec,0.14
1986,GLB,Dec,0.13
1987,GLB,Dec,0.46
1988,GLB,Dec,0.29
1989,GLB,Dec,0.37
1990,GLB,Dec,0.4
1991,GLB,Dec,0.32
1992,GLB,Dec,0.22
1993,GLB,Dec,0.18
1994,GLB,Dec,0.38
1995,GLB,Dec,0.26
1996,GLB,Dec,0.37
1997,GLB,Dec,0.59
1998,GLB,Dec,0.55
1999,GLB,Dec,0.41
2000,GLB,Dec,0.28
2001,GLB,Dec,0.56
2002,GLB,Dec,0.44
2003,GLB,Dec,0.75
2004,GLB,Dec,0.5
2005,GLB,Dec,0.68
2006,GLB,Dec,0.79
2007,GLB,Dec,0.49
2008,GLB,Dec,0.54
2009,GLB,Dec,0.67
2010,GLB,Dec,0.45
2011,GLB,Dec,0.61
2012,GLB,Dec,0.53
2013,GLB,Dec,0.69
2014,GLB,Dec,0.78
2015,GLB,Dec,1.16
2016,GLB,Dec,0.86
2017,GLB,Dec,0.93
2018,GLB,Dec,0.91
2019,GLB,Dec,1.09
2020,GLB,Dec,0.81
2021,GLB,Dec,0.85
2022,GLB,Dec,0.79
2023,GLB,Dec,NULL
1880,NH,Dec,-0.4
1881,NH,Dec,-0.24
1882,NH,Dec,-0.69
1883,NH,Dec,-0.15
1884,NH,Dec,-0.47
1885,NH,Dec,-0.11
1886,NH,Dec,-0.22
1887,NH,Dec,-0.43
1888,NH,Dec,-0.23
1889,NH,Dec,-0.54
1890,NH,Dec,-0.47
1891,NH,Dec,-0.04
1892,NH,Dec,-0.65
1893,NH,Dec,-0.6
1894,NH,Dec,-0.35
1895,NH,Dec,-0.22
1896,NH,Dec,-0.21
1897,NH,Dec,-0.29
1898,NH,Dec,-0.26
1899,NH,Dec,-0.47
1900,NH,Dec,-0.02
1901,NH,Dec,-0.4
1902,NH,Dec,-0.59
1903,NH,Dec,-0.56
1904,NH,Dec,-0.34
1905,NH,Dec,-0.17
1906,NH,Dec,0.03
1907,NH,Dec,-0.57
1908,NH,Dec,-0.55
1909,NH,Dec,-0.58
1910,NH,Dec,-0.81
1911,NH,Dec,-0.3
1912,NH,Dec,-0.56
1913,NH,Dec,0.1
1914,NH,Dec,-0.05
1915,NH,Dec,-0.26
1916,NH,Dec,-1.14
1917,NH,Dec,-1.06
1918,NH,Dec,-0.56
1919,NH,Dec,-0.55
1920,NH,Dec,-0.71
1921,NH,Dec,-0.13
1922,NH,Dec,-0.15
1923,NH,Dec,0.09
1924,NH,Dec,-0.36
1925,NH,Dec,0.22
1926,NH,Dec,-0.29
1927,NH,Dec,-0.37
1928,NH,Dec,-0.04
1929,NH,Dec,-0.66
1930,NH,Dec,0.08
1931,NH,Dec,0.11
1932,NH,Dec,-0.2
1933,NH,Dec,-0.54
1934,NH,Dec,0.18
1935,NH,Dec,-0.16
1936,NH,Dec,0.15
1937,NH,Dec,0.0
1938,NH,Dec,-0.13
1939,NH,Dec,0.79
1940,NH,Dec,0.36
1941,NH,Dec,0.19
1942,NH,Dec,0.27
1943,NH,Dec,0.37
1944,NH,Dec,0.0
1945,NH,Dec,-0.21
1946,NH,Dec,-0.45
1947,NH,Dec,-0.05
1948,NH,Dec,-0.39
1949,NH,Dec,-0.14
1950,NH,Dec,-0.12
1951,NH,Dec,0.38
1952,NH,Dec,0.01
1953,NH,Dec,0.23
1954,NH,Dec,-0.11
1955,NH,Dec,-0.28
1956,NH,Dec,-0.1
1957,NH,Dec,0.24
1958,NH,Dec,0.18
1959,NH,Dec,0.1
1960,NH,Dec,0.39
1961,NH,Dec,-0.17
1962,NH,Dec,0.1
1963,NH,Dec,0.03
1964,NH,Dec,-0.27
1965,NH,Dec,-0.08
1966,NH,Dec,-0.03
1967,NH,Dec,0.02
1968,NH,Dec,-0.33
1969,NH,Dec,0.31
1970,NH,Dec,-0.31
1971,NH,Dec,-0.14
1972,NH,Dec,-0.04
1973,NH,Dec,-0.04
1974,NH,Dec,-0.27
1975,NH,Dec,-0.22
1976,NH,Dec,-0.26
1977,NH,Dec,0.02
1978,NH,Dec,0.02
1979,NH,Dec,0.54
1980,NH,Dec,0.09
1981,NH,Dec,0.54
1982,NH,Dec,0.38
1983,NH,Dec,0.11
1984,NH,Dec,-0.42
1985,NH,Dec,0.16
1986,NH,Dec,0.06
1987,NH,Dec,0.5
1988,NH,Dec,0.42
1989,NH,Dec,0.33
1990,NH,Dec,0.38
1991,NH,Dec,0.2
1992,NH,Dec,0.21
1993,NH,Dec,0.22
1994,NH,Dec,0.36
1995,NH,Dec,0.27
1996,NH,Dec,0.35
1997,NH,Dec,0.51
1998,NH,Dec,0.74
1999,NH,Dec,0.66
2000,NH,Dec,0.27
2001,NH,Dec,0.66
2002,NH,Dec,0.43
2003,NH,Dec,0.98
2004,NH,Dec,0.45
2005,NH,Dec,0.84
2006,NH,Dec,1.16
2007,NH,Dec,0.77
2008,NH,Dec,0.66
2009,NH,Dec,0.67
2010,NH,Dec,0.5
2011,NH,Dec,0.89
2012,NH,Dec,0.46
2013,NH,Dec,0.83
2014,NH,Dec,1.09
2015,NH,Dec,1.53
2016,NH,Dec,1.04
2017,NH,Dec,1.38
2018,NH,Dec,1.09
2019,NH,Dec,1.39
2020,NH,Dec,1.23
2021,NH,Dec,1.14
2022,NH,Dec,1.07
2023,NH,Dec,NULL
1880,SH,Dec,0.06
1881,SH,Dec,0.1
1882,SH,Dec,-0.07
1883,SH,Dec,-0.05
1884,SH,Dec,-0.15
1885,SH,Dec,-0.09
1886,SH,Dec,-0.28
1887,SH,Dec,-0.22
1888,SH,Dec,0.15
1889,SH,Dec,-0.03
1890,SH,Dec,-0.16
1891,SH,Dec,-0.05
1892,SH,Dec,-0.11
1893,SH,Dec,-0.02
1894,SH,Dec,-0.06
1895,SH,Dec,-0.05
1896,SH,Dec,0.13
1897,SH,Dec,-0.12
1898,SH,Dec,-0.2
1899,SH,Dec,-0.05
1900,SH,Dec,-0.09
1901,SH,Dec,-0.14
1902,SH,Dec,-0.22
1903,SH,Dec,-0.46
1904,SH,Dec,-0.31
1905,SH,Dec,-0.07
1906,SH,Dec,-0.33
1907,SH,Dec,-0.35
1908,SH,Dec,-0.43
1909,SH,Dec,-0.55
1910,SH,Dec,-0.52
1911,SH,Dec,-0.1
1912,SH,Dec,-0.29
1913,SH,Dec,-0.14
1914,SH,Dec,-0.01
1915,SH,Dec,-0.18
1916,SH,Dec,-0.51
1917,SH,Dec,-0.29
1918,SH,Dec,0.0
1919,SH,Dec,-0.28
1920,SH,Dec,-0.2
1921,SH,Dec,-0.21
1922,SH,Dec,-0.23
1923,SH,Dec,-0.17
1924,SH,Dec,-0.5
1925,SH,Dec,-0.08
1926,SH,Dec,-0.28
1927,SH,Dec,-0.26
1928,SH,Dec,-0.29
1929,SH,Dec,-0.41
1930,SH,Dec,-0.16
1931,SH,Dec,-0.19
1932,SH,Dec,-0.29
1933,SH,Dec,-0.35
1934,SH,Dec,-0.22
1935,SH,Dec,-0.15
1936,SH,Dec,-0.17
1937,SH,Dec,-0.13
1938,SH,Dec,-0.13
1939,SH,Dec,0.1
1940,SH,Dec,0.3
1941,SH,Dec,0.26
1942,SH,Dec,-0.04
1943,SH,Dec,0.09
1944,SH,Dec,0.09
1945,SH,Dec,0.09
1946,SH,Dec,-0.15
1947,SH,Dec,-0.21
1948,SH,Dec,-0.08
1949,SH,Dec,-0.22
1950,SH,Dec,-0.32
1951,SH,Dec,-0.06
1952,SH,Dec,-0.04
1953,SH,Dec,-0.12
1954,SH,Dec,-0.27
1955,SH,Dec,-0.29
1956,SH,Dec,-0.03
1957,SH,Dec,0.06
1958,SH,Dec,-0.15
1959,SH,Dec,-0.1
1960,SH,Dec,-0.02
1961,SH,Dec,-0.15
1962,SH,Dec,-0.15
1963,SH,Dec,-0.08
1964,SH,Dec,-0.33
1965,SH,Dec,-0.07
1966,SH,Dec,-0.02
1967,SH,Dec,-0.13
1968,SH,Dec,0.05
1969,SH,Dec,0.18
1970,SH,Dec,0.06
1971,SH,Dec,-0.04
1972,SH,Dec,0.41
1973,SH,Dec,-0.1
1974,SH,Dec,0.1
1975,SH,Dec,-0.13
1976,SH,Dec,0.47
1977,SH,Dec,0.04
1978,SH,Dec,0.14
1979,SH,Dec,0.41
1980,SH,Dec,0.34
1981,SH,Dec,0.28
1982,SH,Dec,0.48
1983,SH,Dec,0.22
1984,SH,Dec,0.34
1985,SH,Dec,0.12
1986,SH,Dec,0.21
1987,SH,Dec,0.43
1988,SH,Dec,0.15
1989,SH,Dec,0.4
1990,SH,Dec,0.43
1991,SH,Dec,0.44
1992,SH,Dec,0.22
1993,SH,Dec,0.15
1994,SH,Dec,0.41
1995,SH,Dec,0.24
1996,SH,Dec,0.39
1997,SH,Dec,0.68
1998,SH,Dec,0.35
1999,SH,Dec,0.15
2000,SH,Dec,0.29
2001,SH,Dec,0.46
2002,SH,Dec,0.46
2003,SH,Dec,0.51
2004,SH,Dec,0.57
2005,SH,Dec,0.52
2006,SH,Dec,0.42
2007,SH,Dec,0.21
2008,SH,Dec,0.43
2009,SH,Dec,0.69
2010,SH,Dec,0.39
2011,SH,Dec,0.32
2012,SH,Dec,0.61
2013,SH,Dec,0.55
2014,SH,Dec,0.47
2015,SH,Dec,0.8
2016,SH,Dec,0.69
2017,SH,Dec,0.47
2018,SH,Dec,0.73
2019,SH,Dec,0.79
2020,SH,Dec,0.39
2021,SH,Dec,0.56
2022,SH,Dec,0.52
2023,SH,Dec,NULL
1880,GLB,J-D,-0.17
1881,GLB,J-D,-0.08
1882,GLB,J-D,-0.11
1883,GLB,J-D,-0.17
1884,GLB,J-D,-0.28
1885,GLB,J-D,-0.33
1886,GLB,J-D,-0.31
1887,GLB,J-D,-0.36
1888,GLB,J-D,-0.17
1889,GLB,J-D,-0.1
1890,GLB,J-D,-0.35
1891,GLB,J-D,-0.22
1892,GLB,J-D,-0.27
1893,GLB,J-D,-0.31
1894,GLB,J-D,-0.3
1895,GLB,J-D,-0.22
1896,GLB,J-D,-0.11
1897,GLB,J-D,-0.11
1898,GLB,J-D,-0.27
1899,GLB,J-D,-0.17
1900,GLB,J-D,-0.08
1901,GLB,J-D,-0.15
1902,GLB,J-D,-0.27
1903,GLB,J-D,-0.37
1904,GLB,J-D,-0.47
1905,GLB,J-D,-0.26
1906,GLB,J-D,-0.22
1907,GLB,J-D,-0.38
1908,GLB,J-D,-0.43
1909,GLB,J-D,-0.48
1910,GLB,J-D,-0.43
1911,GLB,J-D,-0.44
1912,GLB,J-D,-0.36
1913,GLB,J-D,-0.34
1914,GLB,J-D,-0.15
1915,GLB,J-D,-0.14
1916,GLB,J-D,-0.36
1917,GLB,J-D,-0.46
1918,GLB,J-D,-0.29
1919,GLB,J-D,-0.28
1920,GLB,J-D,-0.27
1921,GLB,J-D,-0.19
1922,GLB,J-D,-0.28
1923,GLB,J-D,-0.26
1924,GLB,J-D,-0.27
1925,GLB,J-D,-0.22
1926,GLB,J-D,-0.11
1927,GLB,J-D,-0.22
1928,GLB,J-D,-0.2
1929,GLB,J-D,-0.36
1930,GLB,J-D,-0.15
1931,GLB,J-D,-0.09
1932,GLB,J-D,-0.15
1933,GLB,J-D,-0.28
1934,GLB,J-D,-0.12
1935,GLB,J-D,-0.2
1936,GLB,J-D,-0.14
1937,GLB,J-D,-0.03
1938,GLB,J-D,0.0
1939,GLB,J-D,-0.02
1940,GLB,J-D,0.13
1941,GLB,J-D,0.19
1942,GLB,J-D,0.07
1943,GLB,J-D,0.09
1944,GLB,J-D,0.2
1945,GLB,J-D,0.09
1946,GLB,J-D,-0.07
1947,GLB,J-D,-0.03
1948,GLB,J-D,-0.1
1949,GLB,J-D,-0.11
1950,GLB,J-D,-0.17
1951,GLB,J-D,-0.07
1952,GLB,J-D,0.01
1953,GLB,J-D,0.08
1954,GLB,J-D,-0.13
1955,GLB,J-D,-0.14
1956,GLB,J-D,-0.19
1957,GLB,J-D,0.05
1958,GLB,J-D,0.06
1959,GLB,J-D,0.03
1960,GLB,J-D,-0.03
1961,GLB,J-D,0.06
1962,GLB,J-D,0.03
1963,GLB,J-D,0.05
1964,GLB,J-D,-0.2
1965,GLB,J-D,-0.11
1966,GLB,J-D,-0.06
1967,GLB,J-D,-0.02
1968,GLB,J-D,-0.08
1969,GLB,J-D,0.05
1970,GLB,J-D,0.03
1971,GLB,J-D,-0.08
1972,GLB,J-D,0.01
1973,GLB,J-D,0.16
1974,GLB,J-D,-0.07
1975,GLB,J-D,-0.01
1976,GLB,J-D,-0.1
1977,GLB,J-D,0.18
1978,GLB,J-D,0.07
1979,GLB,J-D,0.16
1980,GLB,J-D,0.26
1981,GLB,J-D,0.32
1982,GLB,J-D,0.14
1983,GLB,J-D,0.31
1984,GLB,J-D,0.16
1985,GLB,J-D,0.12
1986,GLB,J-D,0.18
1987,GLB,J-D,0.32
1988,GLB,J-D,0.39
1989,GLB,J-D,0.27
1990,GLB,J-D,0.45
1991,GLB,J-D,0.4
1992,GLB,J-D,0.22
1993,GLB,J-D,0.23
1994,GLB,J-D,0.31
1995,GLB,J-D,0.45
1996,GLB,J-D,0.33
1997,GLB,J-D,0.46
1998,GLB,J-D,0.61
1999,GLB,J-D,0.38
2000,GLB,J-D,0.39
2001,GLB,J-D,0.54
2002,GLB,J-D,0.63
2003,GLB,J-D,0.62
2004,GLB,J-D,0.53
2005,GLB,J-D,0.67
2006,GLB,J-D,0.63
2007,GLB,J-D,0.66
2008,GLB,J-D,0.54
2009,GLB,J-D,0.65
2010,GLB,J-D,0.72
2011,GLB,J-D,0.61
2012,GLB,J-D,0.65
2013,GLB,J-D,0.67
2014,GLB,J-D,0.74
2015,GLB,J-D,0.9
2016,GLB,J-D,1.01
2017,GLB,J-D,0.92
2018,GLB,J-D,0.84
2019,GLB,J-D,0.98
2020,GLB,J-D,1.02
2021,GLB,J-D,0.85
2022,GLB,J-D,0.89
2023,GLB,J-D,NULL
1880,NH,J-D,-0.29
1881,NH,J-D,-0.18
1882,NH,J-D,-0.22
1883,NH,J-D,-0.29
1884,NH,J-D,-0.43
1885,NH,J-D,-0.43
1886,NH,J-D,-0.43
1887,NH,J-D,-0.44
1888,NH,J-D,-0.23
1889,NH,J-D,-0.17
1890,NH,J-D,-0.38
1891,NH,J-D,-0.26
1892,NH,J-D,-0.4
1893,NH,J-D,-0.47
1894,NH,J-D,-0.38
1895,NH,J-D,-0.3
1896,NH,J-D,-0.19
1897,NH,J-D,-0.16
1898,NH,J-D,-0.29
1899,NH,J-D,-0.21
1900,NH,J-D,-0.09
1901,NH,J-D,-0.12
1902,NH,J-D,-0.32
1903,NH,J-D,-0.37
1904,NH,J-D,-0.48
1905,NH,J-D,-0.29
1906,NH,J-D,-0.24
1907,NH,J-D,-0.47
1908,NH,J-D,-0.46
1909,NH,J-D,-0.5
1910,NH,J-D,-0.44
1911,NH,J-D,-0.42
1912,NH,J-D,-0.46
1913,NH,J-D,-0.42
1914,NH,J-D,-0.19
1915,NH,J-D,-0.14
1916,NH,J-D,-0.42
1917,NH,J-D,-0.58
1918,NH,J-D,-0.4
1919,NH,J-D,-0.35
1920,NH,J-D,-0.3
1921,NH,J-D,-0.11
1922,NH,J-D,-0.27
1923,NH,J-D,-0.22
1924,NH,J-D,-0.18
1925,NH,J-D,-0.14
1926,NH,J-D,0.02
1927,NH,J-D,-0.13
1928,NH,J-D,-0.1
1929,NH,J-D,-0.33
1930,NH,J-D,-0.01
1931,NH,J-D,0.05
1932,NH,J-D,-0.05
1933,NH,J-D,-0.25
1934,NH,J-D,0.0
1935,NH,J-D,-0.09
1936,NH,J-D,-0.03
1937,NH,J-D,0.12
1938,NH,J-D,0.16
1939,NH,J-D,0.09
1940,NH,J-D,0.18
1941,NH,J-D,0.23
1942,NH,J-D,0.13
1943,NH,J-D,0.18
1944,NH,J-D,0.27
1945,NH,J-D,0.11
1946,NH,J-D,0.03
1947,NH,J-D,0.08
1948,NH,J-D,-0.01
1949,NH,J-D,-0.02
1950,NH,J-D,-0.15
1951,NH,J-D,0.05
1952,NH,J-D,0.06
1953,NH,J-D,0.25
1954,NH,J-D,-0.01
1955,NH,J-D,-0.09
1956,NH,J-D,-0.23
1957,NH,J-D,0.04
1958,NH,J-D,0.15
1959,NH,J-D,0.12
1960,NH,J-D,0.08
1961,NH,J-D,0.09
1962,NH,J-D,0.13
1963,NH,J-D,0.14
1964,NH,J-D,-0.19
1965,NH,J-D,-0.14
1966,NH,J-D,-0.02
1967,NH,J-D,0.03
1968,NH,J-D,-0.07
1969,NH,J-D,-0.03
1970,NH,J-D,-0.04
1971,NH,J-D,-0.15
1972,NH,J-D,-0.18
1973,NH,J-D,0.09
1974,NH,J-D,-0.18
1975,NH,J-D,-0.06
1976,NH,J-D,-0.21
1977,NH,J-D,0.12
1978,NH,J-D,0.02
1979,NH,J-D,0.08
1980,NH,J-D,0.17
1981,NH,J-D,0.37
1982,NH,J-D,0.05
1983,NH,J-D,0.25
1984,NH,J-D,0.04
1985,NH,J-D,0.0
1986,NH,J-D,0.13
1987,NH,J-D,0.24
1988,NH,J-D,0.37
1989,NH,J-D,0.27
1990,NH,J-D,0.53
1991,NH,J-D,0.41
1992,NH,J-D,0.13
1993,NH,J-D,0.19
1994,NH,J-D,0.37
1995,NH,J-D,0.58
1996,NH,J-D,0.26
1997,NH,J-D,0.52
1998,NH,J-D,0.71
1999,NH,J-D,0.48
2000,NH,J-D,0.5
2001,NH,J-D,0.64
2002,NH,J-D,0.72
2003,NH,J-D,0.75
2004,NH,J-D,0.66
2005,NH,J-D,0.86
2006,NH,J-D,0.82
2007,NH,J-D,0.85
2008,NH,J-D,0.68
2009,NH,J-D,0.72
2010,NH,J-D,0.9
2011,NH,J-D,0.74
2012,NH,J-D,0.81
2013,NH,J-D,0.8
2014,NH,J-D,0.92
2015,NH,J-D,1.18
2016,NH,J-D,1.3
2017,NH,J-D,1.17
2018,NH,J-D,1.03
2019,NH,J-D,1.21
2020,NH,J-D,1.35
2021,NH,J-D,1.14
2022,NH,J-D,1.16
2023,NH,J-D,NULL
1880,SH,J-D,-0.04
1881,SH,J-D,0.01
1882,SH,J-D,-0.01
1883,SH,J-D,-0.06
1884,SH,J-D,-0.14
1885,SH,J-D,-0.24
1886,SH,J-D,-0.19
1887,SH,J-D,-0.28
1888,SH,J-D,-0.11
1889,SH,J-D,-0.03
1890,SH,J-D,-0.32
1891,SH,J-D,-0.19
1892,SH,J-D,-0.15
1893,SH,J-D,-0.15
1894,SH,J-D,-0.21
1895,SH,J-D,-0.15
1896,SH,J-D,-0.03
1897,SH,J-D,-0.05
1898,SH,J-D,-0.26
1899,SH,J-D,-0.14
1900,SH,J-D,-0.06
1901,SH,J-D,-0.18
1902,SH,J-D,-0.22
1903,SH,J-D,-0.36
1904,SH,J-D,-0.46
1905,SH,J-D,-0.22
1906,SH,J-D,-0.21
1907,SH,J-D,-0.29
1908,SH,J-D,-0.4
1909,SH,J-D,-0.47
1910,SH,J-D,-0.43
1911,SH,J-D,-0.45
1912,SH,J-D,-0.24
1913,SH,J-D,-0.26
1914,SH,J-D,-0.1
1915,SH,J-D,-0.13
1916,SH,J-D,-0.3
1917,SH,J-D,-0.36
1918,SH,J-D,-0.2
1919,SH,J-D,-0.2
1920,SH,J-D,-0.24
1921,SH,J-D,-0.26
1922,SH,J-D,-0.29
1923,SH,J-D,-0.31
1924,SH,J-D,-0.35
1925,SH,J-D,-0.3
1926,SH,J-D,-0.21
1927,SH,J-D,-0.29
1928,SH,J-D,-0.29
1929,SH,J-D,-0.38
1930,SH,J-D,-0.29
1931,SH,J-D,-0.21
1932,SH,J-D,-0.25
1933,SH,J-D,-0.31
1934,SH,J-D,-0.25
1935,SH,J-D,-0.29
1936,SH,J-D,-0.25
1937,SH,J-D,-0.17
1938,SH,J-D,-0.17
1939,SH,J-D,-0.12
1940,SH,J-D,0.1
1941,SH,J-D,0.17
1942,SH,J-D,0.01
1943,SH,J-D,-0.01
1944,SH,J-D,0.14
1945,SH,J-D,0.09
1946,SH,J-D,-0.17
1947,SH,J-D,-0.13
1948,SH,J-D,-0.19
1949,SH,J-D,-0.19
1950,SH,J-D,-0.2
1951,SH,J-D,-0.18
1952,SH,J-D,-0.03
1953,SH,J-D,-0.08
1954,SH,J-D,-0.25
1955,SH,J-D,-0.2
1956,SH,J-D,-0.16
1957,SH,J-D,0.05
1958,SH,J-D,-0.03
1959,SH,J-D,-0.06
1960,SH,J-D,-0.13
1961,SH,J-D,0.03
1962,SH,J-D,-0.06
1963,SH,J-D,-0.03
1964,SH,J-D,-0.2
1965,SH,J-D,-0.07
1966,SH,J-D,-0.09
1967,SH,J-D,-0.08
1968,SH,J-D,-0.09
1969,SH,J-D,0.14
1970,SH,J-D,0.09
1971,SH,J-D,-0.02
1972,SH,J-D,0.2
1973,SH,J-D,0.23
1974,SH,J-D,0.03
1975,SH,J-D,0.02
1976,SH,J-D,0.01
1977,SH,J-D,0.24
1978,SH,J-D,0.11
1979,SH,J-D,0.25
1980,SH,J-D,0.35
1981,SH,J-D,0.27
1982,SH,J-D,0.23
1983,SH,J-D,0.38
1984,SH,J-D,0.28
1985,SH,J-D,0.24
1986,SH,J-D,0.23
1987,SH,J-D,0.4
1988,SH,J-D,0.41
1989,SH,J-D,0.27
1990,SH,J-D,0.37
1991,SH,J-D,0.4
1992,SH,J-D,0.31
1993,SH,J-D,0.28
1994,SH,J-D,0.26
1995,SH,J-D,0.32
1996,SH,J-D,0.39
1997,SH,J-D,0.41
1998,SH,J-D,0.51
1999,SH,J-D,0.28
2000,SH,J-D,0.28
2001,SH,J-D,0.43
2002,SH,J-D,0.54
2003,SH,J-D,0.49
2004,SH,J-D,0.41
2005,SH,J-D,0.49
2006,SH,J-D,0.45
2007,SH,J-D,0.47
2008,SH,J-D,0.4
2009,SH,J-D,0.59
2010,SH,J-D,0.54
2011,SH,J-D,0.47
2012,SH,J-D,0.48
2013,SH,J-D,0.55
2014,SH,J-D,0.57
2015,SH,J-D,0.62
2016,SH,J-D,0.72
2017,SH,J-D,0.66
2018,SH,J-D,0.65
2019,SH,J-D,0.74
2020,SH,J-D,0.68
2021,SH,J-D,0.55
2022,SH,J-D,0.62
2023,SH,J-D,NULL
1880,GLB,DJF,NULL
1881,GLB,DJF,-0.17
1882,GLB,DJF,0.08
1883,GLB,DJF,-0.34
1884,GLB,DJF,-0.1
1885,GLB,DJF,-0.4
1886,GLB,DJF,-0.35
1887,GLB,DJF,-0.51
1888,GLB,DJF,-0.34
1889,GLB,DJF,0.02
1890,GLB,DJF,-0.38
1891,GLB,DJF,-0.37
1892,GLB,DJF,-0.15
1893,GLB,DJF,-0.58
1894,GLB,DJF,-0.37
1895,GLB,DJF,-0.34
1896,GLB,DJF,-0.16
1897,GLB,DJF,-0.12
1898,GLB,DJF,-0.17
1899,GLB,DJF,-0.26
1900,GLB,DJF,-0.22
1901,GLB,DJF,-0.13
1902,GLB,DJF,-0.16
1903,GLB,DJF,-0.23
1904,GLB,DJF,-0.57
1905,GLB,DJF,-0.42
1906,GLB,DJF,-0.23
1907,GLB,DJF,-0.36
1908,GLB,DJF,-0.41
1909,GLB,DJF,-0.56
1910,GLB,DJF,-0.46
1911,GLB,DJF,-0.62
1912,GLB,DJF,-0.2
1913,GLB,DJF,-0.42
1914,GLB,DJF,-0.02
1915,GLB,DJF,-0.09
1916,GLB,DJF,-0.16
1917,GLB,DJF,-0.67
1918,GLB,DJF,-0.49
1919,GLB,DJF,-0.24
1920,GLB,DJF,-0.31
1921,GLB,DJF,-0.22
1922,GLB,DJF,-0.31
1923,GLB,DJF,-0.28
1924,GLB,DJF,-0.17
1925,GLB,DJF,-0.4
1926,GLB,DJF,0.1
1927,GLB,DJF,-0.25
1928,GLB,DJF,-0.14
1929,GLB,DJF,-0.4
1930,GLB,DJF,-0.36
1931,GLB,DJF,-0.12
1932,GLB,DJF,-0.02
1933,GLB,DJF,-0.26
1934,GLB,DJF,-0.22
1935,GLB,DJF,-0.07
1936,GLB,DJF,-0.27
1937,GLB,DJF,-0.01
1938,GLB,DJF,0.02
1939,GLB,DJF,-0.08
1940,GLB,DJF,0.17
1941,GLB,DJF,0.27
1942,GLB,DJF,0.18
1943,GLB,DJF,0.1
1944,GLB,DJF,0.28
1945,GLB,DJF,0.05
1946,GLB,DJF,0.04
1947,GLB,DJF,-0.15
1948,GLB,DJF,-0.07
1949,GLB,DJF,-0.1
1950,GLB,DJF,-0.23
1951,GLB,DJF,-0.32
1952,GLB,DJF,0.13
1953,GLB,DJF,0.07
1954,GLB,DJF,-0.1
1955,GLB,DJF,-0.07
1956,GLB,DJF,-0.21
1957,GLB,DJF,-0.06
1958,GLB,DJF,0.25
1959,GLB,DJF,0.05
1960,GLB,DJF,0.04
1961,GLB,DJF,0.15
